#OTU ID,tax.,Division,SubDiv.,Class,Order,Family,Genus,#OTU ID,S1.28,S1.33,S1.56,S1.63,S1.78,S2.22,S2.29,S2.56,S2.73,S2.78,S2.78.2,S3.23,S3.27,S3.55,S3.73,S3.77,S4.18,S4.22,S4.46,S4.68,S4.73,S5.13,S5.29,S5.56,S5.74,S5.88,R1.14,R1.29,R1.55,R1.55.2,R1.73,R1.89,R2.19,R2.25,R2.45,R2.63,R2.77,R3.29,R3.34,R3.57,R3.68,R3.68.2,R3.72,R4.12,R4.28,R4.45,R4.45.2,R4.64,R4.90,R5.28,R5.32,R5.32.2,R5.54,R5.77,R5.92,Control
679,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,679,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,0,0,0,0,0
694,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,694,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
1054,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,1054,348,102,12,47,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,7,310,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1068,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,1068,3,7,216,0,17,1099,1081,42,569,81,2,18,0,0,0,27,0,0,0,31,1,8,257,60,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1901,0,0,0,1572,0,0,0,0,0,0,0
1072,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae;",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,1072,0,0,0,0,0,0,0,0,0,161,3,0,0,0,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae;",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,1128,4,0,0,0,0,0,171,0,24,0,0,0,0,0,0,0,25,0,150,354,430,100,7,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae;",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,1155,0,0,4,0,0,133,111,0,57,6,0,1,0,0,0,0,0,0,0,2,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae;",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,unknown,1162,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,48,0,0,0,0,1,0,12,0,2,0,0,0,0,0,1,0,0,0,6,45,21,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,65,0,0,0,0,0,0,30,0,4,1,0,0,0,0,0,0,0,0,0,3,4,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,67,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,94,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,0,0,0,0,0
101,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,101,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,246,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
284,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,10,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,3,5,60,0,0,0,0,0,1,0,0
310,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,310,0,0,0,0,0,0,0,0,0,0,0,0,93,0,4,0,3,62,161,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,306,595,4,0,0,39,39,2,0,0,0,0,0,0,0,0
393,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,393,0,0,1,0,1,5,0,0,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,398,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,"Dikarya; Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,408,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
433,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,433,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
441,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,441,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
536,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
619,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,619,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,680,0,0,0,0,0,31,0,6,203,52,2,0,0,0,0,0,0,1,22,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
847,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,847,0,0,1,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,1,2,2,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,896,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,942,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,964,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,977,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
1010,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Tomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Tomentella,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Pseudotomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Pseudotomentella,563,0,0,0,0,0,0,0,0,1,0,0,69,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Pseudotomentella",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Pseudotomentella,938,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Thelephora,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Thelephora,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
164,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Thelephora,164,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Thelephora,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Thelephorales; Thelephoraceae; Thelephora",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Thelephorales,Thelephoraceae,Thelephora,1136,0,0,0,0,0,0,0,0,0,38,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
71,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
75," Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,75,461,2375,492,1,206,0,0,0,0,0,0,2301,4429,214,1410,216,75,939,0,250,2,321,137,1117,906,498,1,0,529,27,80,0,0,29,1554,1026,0,709,869,2626,665,1541,21,0,0,0,0,0,0,224,2855,4333,984,16,1423,0
251,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,276,0,1,0,0,0,1,0,3,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
435,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,435,0,0,0,0,0,0,0,0,0,0,0,2,0,1086,5,0,3,36,0,9,0,0,0,4,14,519,0,0,0,0,0,0,0,0,1,12,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
682,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,682,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
866,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,866,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0
992,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1095,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Russula",Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,1095,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,57,40,0,0,0,0,0,0,0,26,0,0,146,11,183,247
1114,Russula,Basidiomycota,Agaricomycotina;,Agaricomycetes;,Russulales,Russulaceae,Russula,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Russulaceae; Lactarius",Basidiomycota,Agaricomycotina;, Agaricomycetes, Russulales, Russulaceae, Lactarius,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Russulales; Hyphodermataceae; Hyphodontiella",Basidiomycota,Agaricomycotina;, Agaricomycetes, Russulales, Hyphodermataceae, Hyphodontiella,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1050,Hyphodontiella,Basidiomycota,Agaricomycotina;, Agaricomycetes, Russulales, Hyphodermataceae, Hyphodontiella,1050,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Polyporales; Auriscalpiaceae; Clavicorona",Basidiomycota,Agaricomycotina;, Agaricomycetes, Polyporales, Auriscalpiaceae, Clavicorona,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,Basidiomycota; Agaricomycetes; Cantharellales; Tulasnellaceae; Tulasnella,Basidiomycota,Agaricomycotina;, Agaricomycetes, Cantharellales, Tulasnellaceae, Tulasnella,1069,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,7,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Cantharellales; Clavulinaceae",Basidiomycota,Agaricomycotina;, Agaricomycetes, Cantharellales, Clavulinaceae,unknown,690,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
989,"Basidiomycota; Agaricomycotina;
            Agaricomycetes; Cantharellales; Clavulinaceae",Basidiomycota,Agaricomycotina;, Agaricomycetes, Cantharellales, Clavulinaceae,unknown,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
